id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
31982;49;blue-collar;married;basic.9y;NA;1;0;cellular;0v;wed;1;999;1;failure;-0.1;93.2;-42;4.12;5195.8;0
31983;27;admin.;single;basic.9y;0;1;0;telephone;may;thu;4;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;0
31985;34;admin.;divorced;basic.6y;0;0;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
31986;37;admin.;married;high.school;0;0;0;telephone;jun;fri;1;999;0;0nexistent;1.4;94.465;-41.8;4.947;5228.1;0
31987;47;housemaid;married;university.degree;0;1;0;cellular;aug;mon;2;999;0;0nexistent;-2.9;92.201;-31.4;0.843;5076.2;1
31988;47;blue-collar;married;basic.4y;NA;1;1;telephone;jun;tue;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
31990;36;services;married;high.school;0;0;1;telephone;may;thu;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
31991;59;retired;single;high.school;0;1;0;cellular;jul;thu;2;999;0;0nexistent;1.4;93.918;-42.7;4.958;5228.1;0
31993;35;technician;married;professional.course;0;0;0;telephone;may;fri;8;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
31994;43;housemaid;married;basic.4y;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
31996;37;technician;single;university.degree;0;1;0;cellular;aug;tue;2;999;4;failure;-1.7;94.027;-38.3;0.899;4991.6;1
31998;36;services;married;university.degree;0;1;0;cellular;0v;wed;3;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32001;41;blue-collar;married;NA;0;1;1;cellular;may;wed;2;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
32002;47;unemployed;married;professional.course;0;1;0;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32003;29;technician;married;professional.course;0;0;0;telephone;may;tue;6;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32005;33;admin.;married;university.degree;0;0;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.365;5099.1;0
32006;48;admin.;single;university.degree;0;0;1;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
32007;33;blue-collar;married;basic.6y;0;1;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
32008;28;services;divorced;high.school;0;1;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
32010;32;technician;single;high.school;0;1;0;cellular;aug;mon;3;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32012;40;entrepreneur;married;basic.4y;NA;1;0;cellular;jul;wed;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32016;47;technician;married;professional.course;0;1;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
32017;20;student;single;basic.9y;0;1;0;cellular;mar;thu;2;999;0;0nexistent;-1.8;92.843;-50;1.538;5099.1;0
32018;53;housemaid;married;basic.4y;0;0;1;telephone;0v;wed;1;3;1;success;-3.4;92.649;-30.1;0.715;5017.5;1
32019;24;services;married;high.school;0;0;0;cellular;may;thu;2;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
32020;29;technician;married;professional.course;0;0;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32021;29;technician;single;high.school;0;1;1;cellular;0v;fri;1;999;0;0nexistent;-0.1;93.2;-42;4.021;5195.8;0
32022;50;admin.;divorced;high.school;NA;0;1;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.967;5228.1;0
32023;39;blue-collar;married;professional.course;0;1;0;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
32025;53;self-employed;married;university.degree;0;1;0;telephone;may;wed;10;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
32026;33;technician;married;NA;0;1;1;cellular;sep;thu;1;9;3;failure;-1.1;94.199;-37.5;0.879;4963.6;1
32027;54;admin.;married;university.degree;0;0;0;cellular;jun;wed;2;999;0;0nexistent;-2.9;92.963;-40.8;1.26;5076.2;0
32028;38;technician;married;high.school;0;0;0;cellular;aug;tue;5;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32030;42;technician;married;basic.6y;0;1;0;telephone;jun;wed;3;999;0;0nexistent;1.4;94.465;-41.8;4.962;5228.1;0
32031;59;retired;married;professional.course;NA;1;0;telephone;jun;wed;8;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
32032;54;admin.;married;university.degree;NA;0;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32033;46;admin.;single;high.school;0;1;0;cellular;0v;fri;1;999;1;failure;-0.1;93.2;-42;4.021;5195.8;0
32036;31;services;single;high.school;0;0;1;cellular;jul;thu;17;999;0;0nexistent;1.4;93.918;-42.7;4.968;5228.1;0
32037;42;admin.;married;university.degree;0;0;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32039;46;management;single;university.degree;0;1;0;cellular;jul;mon;1;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
32041;32;technician;single;high.school;0;1;0;telephone;jun;thu;3;999;0;0nexistent;1.4;94.465;-41.8;4.866;5228.1;0
32043;42;technician;divorced;basic.6y;0;1;0;cellular;may;tue;1;999;2;failure;-1.8;92.893;-46.2;1.344;5099.1;0
32046;34;NA;married;basic.4y;0;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.406;5099.1;1
32047;58;unemployed;married;basic.9y;0;0;1;cellular;oct;tue;1;999;2;failure;-3.4;92.431;-26.9;0.742;5017.5;0
32048;40;admin.;divorced;university.degree;0;1;0;cellular;aug;wed;2;999;0;0nexistent;1.4;93.444;-36.1;4.967;5228.1;0
32049;49;housemaid;married;basic.4y;NA;1;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32051;29;services;married;high.school;0;1;0;telephone;jun;thu;2;999;0;0nexistent;1.4;94.465;-41.8;4.958;5228.1;0
32052;25;entrepreneur;single;university.degree;0;1;0;telephone;may;wed;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32053;51;retired;married;high.school;0;1;0;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;0
32054;18;student;single;NA;0;1;0;cellular;sep;fri;1;999;0;0nexistent;-3.4;92.379;-29.8;0.803;5017.5;1
32055;47;technician;married;high.school;NA;0;0;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
32056;31;student;single;NA;0;1;0;telephone;sep;mon;1;999;0;0nexistent;-1.1;94.199;-37.5;0.879;4963.6;0
32057;34;technician;single;university.degree;0;0;0;cellular;jul;tue;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32058;22;student;single;high.school;0;1;0;cellular;aug;thu;2;999;0;0nexistent;-2.9;92.201;-31.4;0.873;5076.2;1
32059;32;technician;married;professional.course;0;1;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32060;56;blue-collar;married;basic.4y;NA;1;1;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32063;28;admin.;single;high.school;0;1;0;telephone;may;thu;4;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
32065;35;technician;divorced;professional.course;0;1;0;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
32066;32;blue-collar;married;basic.4y;NA;0;0;cellular;jul;thu;17;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32067;22;blue-collar;single;basic.9y;0;1;1;telephone;jul;thu;10;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32068;24;student;single;high.school;0;NA;NA;cellular;jun;thu;3;999;2;failure;-2.9;92.963;-40.8;1.26;5076.2;1
32069;59;self-employed;married;university.degree;0;0;0;cellular;dec;mon;1;999;1;failure;-3;92.713;-33;0.706;5023.5;0
32071;35;admin.;married;university.degree;0;0;0;telephone;jun;mon;3;999;0;0nexistent;1.4;94.465;-41.8;4.947;5228.1;0
32073;41;blue-collar;married;basic.9y;0;1;1;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
32074;37;technician;married;professional.course;0;0;0;cellular;aug;wed;3;4;2;success;-2.9;92.201;-31.4;0.884;5076.2;1
32075;43;services;divorced;basic.9y;0;1;0;telephone;may;fri;4;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32076;32;admin.;married;high.school;0;1;0;telephone;jun;thu;2;999;0;0nexistent;1.4;94.465;-41.8;4.958;5228.1;0
32077;46;services;divorced;professional.course;NA;1;0;telephone;jun;wed;2;999;0;0nexistent;1.4;94.465;-41.8;4.958;5228.1;0
32078;55;retired;married;basic.4y;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32080;35;technician;married;professional.course;0;1;1;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
32082;37;services;married;high.school;0;1;1;cellular;apr;fri;2;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
32084;36;blue-collar;married;basic.9y;0;1;0;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32086;35;services;single;high.school;NA;0;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
32087;26;blue-collar;married;basic.9y;0;0;0;telephone;jun;wed;1;999;0;0nexistent;1.4;94.465;-41.8;4.864;5228.1;0
32089;33;admin.;married;high.school;NA;1;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32090;42;admin.;single;NA;NA;1;1;telephone;may;wed;3;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32091;29;blue-collar;single;basic.4y;0;1;0;cellular;may;fri;9;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;0
32092;35;services;single;basic.4y;0;0;1;telephone;may;thu;3;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32094;30;self-employed;married;professional.course;0;0;0;telephone;jun;fri;2;999;0;0nexistent;1.4;94.465;-41.8;4.967;5228.1;0
32096;44;management;married;university.degree;NA;1;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32098;44;blue-collar;divorced;basic.9y;0;0;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32099;57;blue-collar;married;basic.4y;NA;1;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32100;24;student;single;basic.9y;0;0;0;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
32101;36;blue-collar;married;high.school;0;1;0;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32102;50;entrepreneur;married;basic.9y;0;1;0;telephone;may;mon;5;999;0;0nexistent;-1.8;92.893;-46.2;1.354;5099.1;1
32103;33;admin.;single;university.degree;0;1;0;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32104;55;services;single;high.school;0;0;1;cellular;may;wed;2;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
32105;49;blue-collar;married;basic.4y;NA;1;0;telephone;may;tue;3;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32108;34;technician;single;basic.9y;0;0;0;telephone;jul;thu;1;999;1;failure;-1.7;94.215;-40.3;0.884;4991.6;0
32109;43;admin.;single;high.school;0;0;0;cellular;0v;wed;1;999;1;failure;-0.1;93.2;-42;4.12;5195.8;1
32111;51;services;married;high.school;NA;0;0;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32112;33;admin.;married;university.degree;0;0;0;cellular;jul;thu;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32113;25;blue-collar;married;high.school;0;0;0;telephone;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32115;60;retired;married;professional.course;0;1;0;telephone;jun;thu;2;999;0;0nexistent;1.4;94.465;-41.8;4.866;5228.1;0
32117;23;blue-collar;single;basic.9y;0;1;0;telephone;jul;thu;4;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32119;32;services;single;high.school;0;1;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32120;47;blue-collar;married;basic.6y;0;0;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32122;41;technician;married;professional.course;0;1;0;cellular;aug;wed;8;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32123;35;admin.;married;university.degree;0;1;0;telephone;jun;wed;4;999;0;0nexistent;1.4;94.465;-41.8;4.962;5228.1;0
32127;33;admin.;married;university.degree;0;0;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32128;37;blue-collar;single;university.degree;0;1;0;telephone;may;mon;9;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32129;42;entrepreneur;married;basic.6y;0;0;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32130;43;admin.;married;high.school;0;0;0;cellular;jul;mon;2;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;1
32131;58;admin.;married;basic.4y;0;0;0;cellular;0v;fri;7;999;0;0nexistent;-0.1;93.2;-42;4.021;5195.8;0
32133;35;admin.;married;high.school;0;0;1;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32134;56;technician;married;NA;NA;1;1;cellular;jul;fri;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32136;34;blue-collar;single;basic.9y;0;0;1;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
32137;47;blue-collar;married;basic.6y;NA;0;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32138;37;blue-collar;single;high.school;0;0;0;cellular;jul;tue;19;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
32142;33;blue-collar;married;basic.9y;NA;1;0;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32144;34;blue-collar;married;basic.9y;NA;1;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32145;35;admin.;single;university.degree;0;0;0;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32147;29;technician;divorced;high.school;0;0;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
32149;46;admin.;single;university.degree;0;1;0;telephone;jun;tue;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
32150;49;blue-collar;married;basic.6y;NA;0;1;cellular;may;tue;1;999;0;0nexistent;-1.8;92.893;-46.2;1.291;5099.1;0
32152;38;blue-collar;married;basic.9y;0;1;0;cellular;may;fri;1;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
32154;40;admin.;married;university.degree;0;1;0;cellular;aug;tue;3;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32157;36;technician;married;professional.course;0;0;0;cellular;aug;tue;5;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32160;24;student;single;high.school;NA;1;0;cellular;aug;fri;1;999;1;failure;-2.9;92.201;-31.4;0.869;5076.2;0
32161;42;admin.;divorced;university.degree;0;1;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.967;5228.1;0
32162;30;admin.;married;university.degree;0;0;1;cellular;aug;tue;3;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
32163;58;retired;married;high.school;0;1;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32165;28;technician;single;high.school;0;1;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
32166;43;blue-collar;married;basic.9y;0;1;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
32167;54;technician;married;university.degree;0;1;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32168;45;student;single;NA;0;1;0;cellular;oct;wed;2;999;2;failure;-1.1;94.601;-49.5;1.016;4963.6;0
32169;33;technician;married;professional.course;0;0;1;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
32172;52;management;divorced;university.degree;NA;0;0;telephone;jun;tue;1;999;0;0nexistent;1.4;94.465;-41.8;4.864;5228.1;0
32173;31;services;single;high.school;NA;1;0;cellular;0v;mon;3;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
32175;38;management;married;high.school;0;1;0;telephone;may;thu;1;999;0;0nexistent;-1.8;92.893;-46.2;1.327;5099.1;0
32176;37;technician;married;professional.course;NA;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32178;47;management;divorced;university.degree;0;0;0;telephone;jun;thu;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
32179;51;entrepreneur;divorced;university.degree;NA;0;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
32181;26;blue-collar;married;basic.9y;0;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32183;42;retired;divorced;illiterate;0;0;0;cellular;aug;wed;4;999;0;0nexistent;-2.9;92.201;-31.4;0.834;5076.2;0
32184;32;admin.;married;university.degree;0;0;0;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32185;76;retired;married;basic.4y;0;0;0;cellular;apr;tue;4;999;1;failure;-1.8;93.749;-34.6;0.638;5008.7;0
32186;55;admin.;married;basic.4y;0;0;0;cellular;apr;fri;1;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
32187;54;blue-collar;married;basic.4y;NA;1;1;cellular;may;thu;1;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
32190;29;admin.;married;high.school;0;0;0;telephone;may;fri;3;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32192;49;blue-collar;married;basic.4y;0;0;0;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32194;33;management;married;university.degree;0;1;0;telephone;may;mon;9;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
32195;44;technician;married;professional.course;NA;0;1;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32196;38;technician;single;professional.course;0;1;0;telephone;may;fri;3;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32199;57;NA;married;NA;NA;0;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32201;24;technician;single;professional.course;0;1;0;cellular;jul;wed;5;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32202;55;management;married;university.degree;0;0;0;cellular;apr;fri;2;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
32203;44;services;single;high.school;0;1;1;cellular;0v;wed;4;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32204;71;retired;married;basic.4y;0;1;0;cellular;sep;tue;1;999;0;0nexistent;-3.4;92.379;-29.8;0.788;5017.5;1
32206;50;entrepreneur;married;university.degree;0;0;0;cellular;0v;mon;1;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
32207;28;admin.;single;high.school;0;0;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32209;36;services;married;high.school;0;NA;NA;cellular;apr;tue;3;999;0;0nexistent;-1.8;93.075;-47.1;1.423;5099.1;0
32210;31;student;single;NA;0;NA;NA;cellular;sep;wed;2;6;2;success;-1.1;94.199;-37.5;0.88;4963.6;1
32211;31;entrepreneur;single;basic.9y;0;0;0;telephone;may;wed;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32212;32;entrepreneur;married;basic.4y;0;1;0;cellular;jun;tue;2;999;1;failure;-2.9;92.963;-40.8;1.286;5076.2;1
32214;49;admin.;single;university.degree;0;1;0;telephone;jul;thu;10;999;0;0nexistent;1.4;93.918;-42.7;4.958;5228.1;0
32215;34;admin.;single;high.school;0;1;1;cellular;apr;tue;2;999;0;0nexistent;-1.8;93.075;-47.1;1.453;5099.1;1
32218;42;admin.;single;university.degree;0;0;0;cellular;aug;mon;11;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
32221;27;blue-collar;married;basic.6y;NA;1;0;telephone;jun;fri;8;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
32224;38;technician;single;university.degree;0;1;1;cellular;aug;fri;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32225;30;admin.;married;university.degree;0;1;1;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32229;26;technician;single;basic.9y;0;0;0;cellular;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;0
32230;32;management;married;university.degree;0;1;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
32232;32;services;married;high.school;0;0;0;cellular;aug;thu;1;999;0;0nexistent;-2.9;92.201;-31.4;0.873;5076.2;0
32233;34;technician;single;university.degree;0;1;0;cellular;aug;tue;3;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
32234;60;retired;divorced;high.school;0;1;0;telephone;may;thu;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
32235;27;admin.;single;high.school;0;0;0;cellular;jun;tue;2;999;0;0nexistent;-1.7;94.055;-39.8;0.761;4991.6;1
32237;53;technician;married;professional.course;NA;1;1;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
32238;50;blue-collar;married;high.school;NA;0;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32239;30;admin.;single;university.degree;0;1;0;cellular;0v;tue;2;999;0;0nexistent;-3.4;92.649;-30.1;0.716;5017.5;0
32240;25;blue-collar;single;basic.4y;0;1;1;telephone;jun;mon;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
32242;47;management;married;basic.4y;NA;0;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
32244;38;admin.;single;university.degree;0;1;0;telephone;jun;wed;2;999;0;0nexistent;1.4;94.465;-41.8;4.962;5228.1;0
32247;27;technician;single;NA;0;0;0;cellular;may;fri;4;999;0;0nexistent;-1.8;92.893;-46.2;1.25;5099.1;0
32249;29;admin.;married;NA;0;NA;NA;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
32250;41;admin.;single;high.school;0;0;0;cellular;jul;mon;1;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
32252;39;self-employed;married;university.degree;0;1;0;cellular;0v;tue;2;999;0;0nexistent;-0.1;93.2;-42;4.153;5195.8;0
32254;29;technician;single;university.degree;0;1;1;cellular;jul;wed;6;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32256;31;admin.;married;university.degree;0;0;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32257;29;admin.;single;university.degree;0;1;0;cellular;aug;wed;3;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
32258;31;self-employed;single;university.degree;0;0;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.749;-34.6;0.659;5008.7;1
32259;33;admin.;single;university.degree;0;0;0;cellular;0v;thu;3;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
32261;26;technician;married;professional.course;0;0;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
32262;35;admin.;married;university.degree;0;1;1;cellular;sep;fri;2;999;0;0nexistent;-3.4;92.379;-29.8;0.803;5017.5;0
32263;39;technician;married;high.school;0;1;1;cellular;aug;wed;2;999;0;0nexistent;1.4;93.444;-36.1;4.967;5228.1;0
32264;35;NA;married;basic.9y;0;0;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
32265;39;admin.;single;university.degree;0;0;0;cellular;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.354;5099.1;0
32266;61;retired;married;basic.9y;0;0;0;cellular;aug;fri;3;999;0;0nexistent;-2.9;92.201;-31.4;0.869;5076.2;0
32268;38;technician;divorced;professional.course;0;1;0;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
32269;41;admin.;married;university.degree;0;1;0;cellular;sep;mon;1;999;0;0nexistent;-3.4;92.379;-29.8;0.797;5017.5;0
32270;23;admin.;single;professional.course;0;1;0;cellular;jul;wed;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
32272;36;management;married;professional.course;0;0;0;cellular;0v;tue;1;999;0;0nexistent;-0.1;93.2;-42;4.153;5195.8;0
32273;36;blue-collar;married;basic.4y;0;1;0;cellular;0v;mon;1;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
32274;43;technician;married;professional.course;0;0;0;telephone;jun;thu;2;999;0;0nexistent;1.4;94.465;-41.8;4.866;5228.1;0
32276;62;technician;married;NA;0;0;0;cellular;jul;mon;2;999;2;failure;-1.7;94.215;-40.3;0.827;4991.6;1
32277;52;admin.;married;basic.4y;0;1;0;cellular;0v;mon;1;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
32278;43;services;married;high.school;0;0;0;cellular;0v;mon;1;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
32281;47;technician;divorced;high.school;0;1;0;cellular;jul;thu;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
32283;41;admin.;divorced;university.degree;0;0;0;cellular;0v;mon;1;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
32285;28;admin.;single;university.degree;0;0;0;cellular;mar;thu;1;999;0;0nexistent;-1.8;93.369;-34.8;0.635;5008.7;0
32288;56;management;divorced;university.degree;0;0;0;cellular;0v;wed;3;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
32289;36;blue-collar;married;basic.4y;NA;0;0;telephone;may;fri;11;999;0;0nexistent;1.1;93.994;-36.4;4.864;5191;0
32290;30;blue-collar;married;high.school;0;1;0;cellular;aug;fri;1;999;0;0nexistent;-2.9;92.201;-31.4;0.849;5076.2;1
32293;53;management;divorced;university.degree;0;1;0;cellular;apr;thu;1;2;1;success;-1.8;93.075;-47.1;1.365;5099.1;1
32295;59;retired;married;basic.6y;0;1;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
32297;38;technician;married;NA;NA;NA;NA;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
